Year,Week,Ranking,TV,movie_zh_name,first_air_date,genre_ids,category,id,origin_country,original_language,overview,imdb_score,popularity,vote_average,vote_count
2021,5,2,Lupin,亞森·羅蘋,2021/1/8,"80, 18, 9648",,96677,FR,fr,"Inspired by the adventures of Ars癡ne Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",,95.031,7.9,1369
2021,5,3,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,5,4,Run On,奔向愛情,2020/12/16,18,"浪漫, 喜劇",113240,KR,ko,"Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.",7.5,12.507,8.1,36
2021,5,5,Bling Empire,璀璨帝國,2021/1/15,10764,,116250,US,en,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",,6.524,9.2,5
2021,5,6,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,5,7,Fate: The Winx Saga,Fate：魔法俏佳人傳奇,2021/1/22,"10765, 18",,97175,US,en,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",,89.69,8.4,921
2021,5,8,The Devil Punisher,天巡者,2020/10/25,10765,,112152,TW,zh,"A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",,5.318,9,2
2021,5,9,Snowpiercer,末日列車,2020/5/17,10765,,79680,US,en,"Set more than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",,114.706,7.5,848
2021,6,1,The Uncanny Counter,驅魔麵館,2020/11/28,"18, 9648, 10759","網路漫改, 奇幻, 驚悚",113268,KR,ko,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",8.1,28.352,8.9,42
2021,6,10,Wacko At Law,王牌辯護人,2020/11/28,"80, 18",,114036,TW,zh,"Mai Daqi is a genius in the legal profession, but because of his dissatisfaction with the profitism of the law firm, he shelved his lawyer's license. It wasn't until an air crash that suddenly took the lives of his parents and his fiancee four years ago. In order to get justice for his family, Daqi regained his legal profession and overthrew American Airlines' first-class lawyers.",,6.925,8,1
2021,6,2,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,6,3,Bling Empire,璀璨帝國,2021/1/15,10764,,116250,US,en,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",,6.524,9.2,5
2021,6,4,Run On,奔向愛情,2020/12/16,18,"浪漫, 喜劇",113240,KR,ko,"Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.",7.5,12.507,8.1,36
2021,6,5,Lupin,亞森·羅蘋,2021/1/8,"80, 18, 9648",,96677,FR,fr,"Inspired by the adventures of Ars癡ne Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",,95.031,7.9,1369
2021,6,6,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,6,7,Crime Scene: The Vanishing at the Cecil Hotel,犯罪現場：賽西爾酒店失蹤事件,2021/2/10,"99, 80, 9648",,116989,US,en,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,,33.703,7.2,239
2021,6,8,Kingdom,屍戰朝鮮,2019/1/25,18107599648,"網路漫改, 政治, 時代經典, 驚悚, 恐怖, 冒險動作",70593,KR,ko,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.",8.3,43.189,8.4,649
2021,6,9,Lovestruck in the City,愛在大都會,2020/12/22,18,"浪漫, 喜劇",113710,KR,ko,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",7.6,18.29,7.8,90
2021,7,1,The Uncanny Counter,驅魔麵館,2020/11/28,"18, 9648, 10759","網路漫改, 奇幻, 驚悚",113268,KR,ko,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",8.1,28.352,8.9,42
2021,7,10,Behind Her Eyes,三人要守密，兩人得死去,2021/2/17,18,,97173,GB,en,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,39.757,7.6,290
2021,7,2,Crime Scene: The Vanishing at the Cecil Hotel,犯罪現場：賽西爾酒店失蹤事件,2021/2/10,"99, 80, 9648",,116989,US,en,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,,33.703,7.2,239
2021,7,3,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,7,4,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,7,5,Lovestruck in the City,愛在大都會,2020/12/22,18,"浪漫, 喜劇",113710,KR,ko,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",7.6,18.29,7.8,90
2021,7,6,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,7,7,Run On,奔向愛情,2020/12/16,18,"浪漫, 喜劇",113240,KR,ko,"Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.",7.5,12.507,8.1,36
2021,7,8,Snowpiercer,末日列車,2020/5/17,10765,,79680,US,en,"Set more than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",,114.706,7.5,848
2021,7,9,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2021,8,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,8,10,Snowpiercer,末日列車,2020/5/17,10765,,79680,US,en,"Set more than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",,114.706,7.5,848
2021,8,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,8,3,The Magician On The Skywalk,天橋上的魔術師,NA,NULL,,NA,TW,zh,NA,,NA,NA,NA
2021,8,4,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,8,5,The Uncanny Counter,驅魔麵館,2020/11/28,"18, 9648, 10759","網路漫改, 奇幻, 驚悚",113268,KR,ko,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",8.1,28.352,8.9,42
2021,8,6,Behind Her Eyes,三人要守密，兩人得死去,2021/2/17,18,,97173,GB,en,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,39.757,7.6,290
2021,8,7,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,8,8,Wacko At Law,王牌辯護人,2020/11/28,"80, 18",,114036,TW,zh,"Mai Daqi is a genius in the legal profession, but because of his dissatisfaction with the profitism of the law firm, he shelved his lawyer's license. It wasn't until an air crash that suddenly took the lives of his parents and his fiancee four years ago. In order to get justice for his family, Daqi regained his legal profession and overthrew American Airlines' first-class lawyers.",,6.925,8,1
2021,8,9,Age of Samurai: Battle for Japan,武士時代：為日本而戰,2021/2/24,"99, 10768",,93736,US,en,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,,50.313,7.1,234
2021,9,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,9,10,New Amsterdam,紐約新醫革命,2018/9/25,18,,80350,US,en,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",,121.165,8.5,682
2021,9,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,9,3,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,9,4,The Magician On The Skywalk,天橋上的魔術師,NA,NULL,,NA,TW,zh,NA,,NA,NA,NA
2021,9,5,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,9,6,Behind Her Eyes,三人要守密，兩人得死去,2021/2/17,18,,97173,GB,en,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,39.757,7.6,290
2021,9,7,The Uncanny Counter,驅魔麵館,2020/11/28,"18, 9648, 10759","網路漫改, 奇幻, 驚悚",113268,KR,ko,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",8.1,28.352,8.9,42
2021,9,8,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,9,9,Age of Samurai: Battle for Japan,武士時代：為日本而戰,2021/2/24,"99, 10768",,93736,US,en,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,,50.313,7.1,234
2021,10,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,10,10,Snowpiercer,末日列車,2020/5/17,10765,,79680,US,en,"Set more than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",,114.706,7.5,848
2021,10,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,10,3,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,10,4,The Magician On The Skywalk,天橋上的魔術師,NA,NULL,,NA,TW,zh,NA,,NA,NA,NA
2021,10,5,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,10,6,Behind Her Eyes,三人要守密，兩人得死去,2021/2/17,18,,97173,GB,en,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,39.757,7.6,290
2021,10,7,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,10,8,New Amsterdam,紐約新醫革命,2018/9/25,18,,80350,US,en,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",,121.165,8.5,682
2021,10,9,Wacko At Law,王牌辯護人,2020/11/28,"80, 18",,114036,TW,zh,"Mai Daqi is a genius in the legal profession, but because of his dissatisfaction with the profitism of the law firm, he shelved his lawyer's license. It wasn't until an air crash that suddenly took the lives of his parents and his fiancee four years ago. In order to get justice for his family, Daqi regained his legal profession and overthrew American Airlines' first-class lawyers.",,6.925,8,1
2021,11,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,11,10,Snowpiercer,末日列車,2020/5/17,10765,,79680,US,en,"Set more than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",,114.706,7.5,848
2021,11,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,11,3,The Magician On The Skywalk,天橋上的魔術師,NA,NULL,,NA,TW,zh,NA,,NA,NA,NA
2021,11,4,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,11,5,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,11,6,Behind Her Eyes,三人要守密，兩人得死去,2021/2/17,18,,97173,GB,en,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,39.757,7.6,290
2021,11,7,Love Alarm,喜歡的話請響鈴,2019/8/22,"18, 10765","網路漫改, 浪漫, 青少年",89641,KR,ko,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",6.8,86.728,8.5,1680
2021,11,8,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,11,9,New Amsterdam,紐約新醫革命,2018/9/25,18,,80350,US,en,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",,121.165,8.5,682
2021,12,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,12,10,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,12,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,12,3,The Magician On The Skywalk,天橋上的魔術師,NA,NULL,,NA,TW,zh,NA,,NA,NA,NA
2021,12,4,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,12,5,Behind Her Eyes,三人要守密，兩人得死去,2021/2/17,18,,97173,GB,en,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,39.757,7.6,290
2021,12,6,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,12,7,Formula 1: Drive to Survive,一級方程式 : 飆速求生,2019/3/8,99,,87083,GB,en,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.",,58.405,8.4,246
2021,12,8,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,12,9,New Amsterdam,紐約新醫革命,2018/9/25,18,,80350,US,en,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",,121.165,8.5,682
2021,13,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,13,10,Miss Truth,大唐女法醫,2020/2/14,NA,,100416,CN,zh,"The story follows a forensic examiner Ran Yan, as she investigates the truth around her mother's suicide and solves murder cases one at a time. Ran Yan is an eighteen year old destitute noblewoman who grew up learning about autopsies and finding clues through corpses. She encounters a judicial official and an assassin by chance and finds true love through the course of searching for the truth.  (Source: DramaPanda)

~~ Adapted from the novel, The Tang Dynastys Female Forensic Doctor, by Xiu Tang",,7.793,9,4
2021,13,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
2021,13,3,The Magician On The Skywalk,天橋上的魔術師,NA,NULL,,NA,TW,zh,NA,,NA,NA,NA
2021,13,4,Attack on Titan,進擊的巨人,2013/4/7,"10765, 16, 10759",,1429,JP,ja,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,229.088,8.6,4105
2021,13,5,The Irregulars,貝克街游擊隊,2021/3/26,"18, 9648, 10765",,98187,GB,en,"In Victorian London, a gang of troubled street teens are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes. As the crimes take on a horrifying supernatural edge and a dark power emerges, it'll be up to the Irregulars to come together to save not only London but the entire world.",,12.236,7.6,234
2021,13,6,Mother To Be,未來媽媽,2020/11/27,"10751, 18",,114249,TW,zh,Three women at different stages of life grapple with questions of marriage and raising children.,,0.726,7,3
2021,13,7,Snowpiercer,末日列車,2020/5/17,10765,,79680,US,en,"Set more than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",,114.706,7.5,848
2021,13,8,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,13,9,Fire Force,炎炎消防隊,2019/7/5,"16, 10759, 10765, 35",,88046,JP,ja,"Year 198 of the Solar Era in Tokyo, special fire brigades are fighting against a phenomenon called spontaneous human combustion where humans beings are turned into living infernos called ""Infernals"". While the Infernals are first generation cases of spontaneous human combustion, later generations possess the ability to manipulate flames while retaining human form. Shinra Kusakabe, a youth who gained the nickname Devil's Footprints for his ability to ignite his feet at will, joins the Special Fire Force Company 8 which composes of other flames users as they work to extinguish any Infernals they encounter. As a faction that is creating Infernals appears, Shira begins to uncover the truth behind a mysterious fire that caused the death of his family twelve years ago.",,32.873,8.7,379
2021,14,1,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,14,10,The Irregulars,貝克街游擊隊,2021/3/26,"18, 9648, 10765",,98187,GB,en,"In Victorian London, a gang of troubled street teens are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes. As the crimes take on a horrifying supernatural edge and a dark power emerges, it'll be up to the Irregulars to come together to save not only London but the entire world.",,12.236,7.6,234
2021,14,2,Sisyphus,薛西弗斯的神話,2021/2/17,"10765,
18,
9648,
10759","科幻, 驚悚, 冒險動作",113622,KR,ko,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,7,15.373,7.2,53
